from,to,cost
51_17,52_17,1
51_18,51_19,1
51_18,52_18,1
51_19,51_20,1
51_19,52_19,1
51_20,51_21,1
51_20,52_20,1
51_21,51_22,1
51_21,52_21,1
51_22,52_22,1
51_27,51_28,1
51_27,52_27,1
51_28,51_29,1
51_28,52_28,1
51_29,52_29,1
51_31,51_32,1
51_31,52_31,1
51_32,51_33,1
51_32,52_32,1
51_33,51_34,1
51_33,52_33,1
51_34,51_35,1
51_34,52_34,1
51_35,52_35,1
51_37,51_38,1
51_37,52_37,1
51_38,51_39,1
51_38,52_38,1
51_39,51_40,1
51_39,52_39,1
51_40,51_41,1
51_40,52_40,1
51_41,51_42,1
51_41,52_41,1
51_42,51_43,1
51_42,52_42,1
51_43,51_44,1
51_43,52_43,1
51_44,51_45,1
51_44,52_44,1
51_45,51_46,1
51_45,52_45,1
51_46,51_47,1
51_46,52_46,1
51_47,51_48,1
51_47,52_47,1
51_48,51_49,1
51_48,52_48,1
51_49,51_50,1
51_49,52_49,1
51_50,51_51,1
51_50,52_50,1
51_51,51_52,1
51_51,52_51,1
51_52,51_53,1
51_52,52_52,1
51_53,51_54,1
51_53,52_53,1
51_54,51_55,1
51_54,52_54,1
51_55,51_56,1
51_55,52_55,1
51_56,51_57,1
51_56,52_56,1
51_57,51_58,1
51_57,52_57,1
51_58,51_59,1
51_58,52_58,1
51_59,51_60,1
51_59,52_59,1
51_60,51_61,1
51_60,52_60,1
51_61,51_62,1
51_61,52_61,1
51_62,51_63,1
51_62,52_62,1
51_63,51_64,1
51_63,52_63,1
51_64,51_65,1
51_64,52_64,1
51_65,51_66,1
51_65,52_65,1
51_66,51_67,1
51_66,52_66,1
51_67,51_68,1
51_67,52_67,1
51_68,51_69,1
51_68,52_68,1
51_69,51_70,1
51_69,52_69,1
51_70,51_71,1
51_70,52_70,1
51_71,51_72,1
51_71,52_71,1
51_72,51_73,1
51_72,52_72,1
51_73,51_74,1
51_73,52_73,1
51_74,51_75,1
51_74,52_74,1
51_75,51_76,1
51_75,52_75,1
51_76,51_77,1
51_76,52_76,1
51_77,51_78,1
51_77,52_77,1
51_78,52_78,1
52_1,52_2,1
52_1,53_1,1
52_2,52_3,1
52_2,53_2,1
52_3,52_4,1
52_3,53_3,1
52_4,52_5,1
52_4,53_4,1
52_5,52_6,1
52_5,53_5,1
52_6,52_7,1
52_6,53_6,1
52_7,52_8,1
52_7,53_7,1
52_8,52_9,1
52_8,53_8,1
52_9,52_10,1
52_9,53_9,1
52_10,52_11,1
52_10,53_10,1
52_11,52_12,1
52_11,53_11,1
52_12,52_13,1
52_12,53_12,1
52_13,52_14,1
52_13,53_13,1
52_14,52_15,1
52_14,53_14,1
52_15,52_16,1
52_15,53_15,1
52_16,52_17,1
52_16,53_16,1
52_17,52_18,1
52_17,53_17,1
52_18,52_19,1
52_18,53_18,1
52_19,52_20,1
52_19,53_19,1
52_20,52_21,1
52_20,53_20,1
52_21,52_22,1
52_21,53_21,1
52_22,52_23,1
52_22,53_22,1
52_23,53_23,1
52_25,52_26,1
52_25,53_25,1
52_26,52_27,1
52_26,53_26,1
52_27,52_28,1
52_27,53_27,1
52_28,52_29,1
52_28,53_28,1
52_29,53_29,1
52_31,52_32,1
52_31,53_31,1
52_32,52_33,1
52_32,53_32,1
52_33,52_34,1
52_33,53_33,1
52_34,52_35,1
52_34,53_34,1
52_35,53_35,1
52_37,52_38,1
52_37,53_37,1
52_38,52_39,1
52_38,53_38,1
52_39,52_40,1
52_39,53_39,1
52_40,52_41,1
52_40,53_40,1
52_41,52_42,1
52_41,53_41,1
52_42,52_43,1
52_42,53_42,1
52_43,52_44,1
52_43,53_43,1
52_44,52_45,1
52_44,53_44,1
52_45,52_46,1
52_45,53_45,1
52_46,52_47,1
52_46,53_46,1
52_47,52_48,1
52_47,53_47,1
52_48,52_49,1
52_48,53_48,1
52_49,52_50,1
52_49,53_49,1
52_50,52_51,1
52_50,53_50,1
52_51,52_52,1
52_51,53_51,1
52_52,52_53,1
52_52,53_52,1
52_53,52_54,1
52_53,53_53,1
52_54,52_55,1
52_54,53_54,1
52_55,52_56,1
52_55,53_55,1
52_56,52_57,1
52_56,53_56,1
52_57,52_58,1
52_57,53_57,1
52_58,52_59,1
52_58,53_58,1
52_59,52_60,1
52_59,53_59,1
52_60,52_61,1
52_60,53_60,1
52_61,52_62,1
52_61,53_61,1
52_62,52_63,1
52_62,53_62,1
52_63,52_64,1
52_63,53_63,1
52_64,52_65,1
52_64,53_64,1
52_65,52_66,1
52_65,53_65,1
52_66,52_67,1
52_66,53_66,1
52_67,52_68,1
52_67,53_67,1
52_68,52_69,1
52_68,53_68,1
52_69,52_70,1
52_69,53_69,1
52_70,52_71,1
52_70,53_70,1
52_71,52_72,1
52_71,53_71,1
52_72,52_73,1
52_72,53_72,1
52_73,52_74,1
52_73,53_73,1
52_74,52_75,1
52_74,53_74,1
52_75,52_76,1
52_75,53_75,1
52_76,52_77,1
52_76,53_76,1
52_77,52_78,1
52_77,53_77,1
52_78,53_78,1
53_1,53_2,1
53_1,54_1,1
53_2,53_3,1
53_2,54_2,1
53_3,53_4,1
53_3,54_3,1
53_4,53_5,1
53_4,54_4,1
53_5,53_6,1
53_5,54_5,1
53_6,53_7,1
53_6,54_6,1
53_7,53_8,1
53_7,54_7,1
53_8,53_9,1
53_8,54_8,1
53_9,53_10,1
53_9,54_9,1
53_10,53_11,1
53_10,54_10,1
53_11,53_12,1
53_11,54_11,1
53_12,53_13,1
53_12,54_12,1
53_13,53_14,1
53_13,54_13,1
53_14,53_15,1
53_14,54_14,1
53_15,53_16,1
53_15,54_15,1
53_16,53_17,1
53_16,54_16,1
53_17,53_18,1
53_17,54_17,1
53_18,53_19,1
53_18,54_18,1
53_19,53_20,1
53_19,54_19,1
53_20,53_21,1
53_20,54_20,1
53_21,53_22,1
53_21,54_21,1
53_22,53_23,1
53_22,54_22,1
53_23,54_23,1
53_25,53_26,1
53_25,54_25,1
53_26,53_27,1
53_26,54_26,1
53_27,53_28,1
53_27,54_27,1
53_28,53_29,1
53_28,54_28,1
53_29,54_29,1
53_31,53_32,1
53_31,54_31,1
53_32,53_33,1
53_32,54_32,1
53_33,53_34,1
53_33,54_33,1
53_34,53_35,1
53_34,54_34,1
53_35,53_36,1
53_35,54_35,1
53_36,53_37,1
53_36,54_36,1
53_37,53_38,1
53_37,54_37,1
53_38,53_39,1
53_38,54_38,1
53_39,53_40,1
53_39,54_39,1
53_40,53_41,1
53_40,54_40,1
53_41,53_42,1
53_41,54_41,1
53_42,53_43,1
53_42,54_42,1
53_43,53_44,1
53_43,54_43,1
53_44,53_45,1
53_44,54_44,1
53_45,53_46,1
53_45,54_45,1
53_46,53_47,1
53_46,54_46,1
53_47,53_48,1
53_47,54_47,1
53_48,53_49,1
53_48,54_48,1
53_49,53_50,1
53_49,54_49,1
53_50,53_51,1
53_50,54_50,1
53_51,53_52,1
53_51,54_51,1
53_52,53_53,1
53_52,54_52,1
53_53,53_54,1
53_53,54_53,1
53_54,53_55,1
53_54,54_54,1
53_55,53_56,1
53_55,54_55,1
53_56,53_57,1
53_56,54_56,1
53_57,53_58,1
53_57,54_57,1
53_58,53_59,1
53_58,54_58,1
53_59,53_60,1
53_59,54_59,1
53_60,53_61,1
53_60,54_60,1
53_61,53_62,1
53_61,54_61,1
53_62,53_63,1
53_62,54_62,1
53_63,53_64,1
53_63,54_63,1
53_64,53_65,1
53_64,54_64,1
53_65,53_66,1
53_65,54_65,1
53_66,53_67,1
53_66,54_66,1
53_67,53_68,1
53_67,54_67,1
53_68,53_69,1
53_68,54_68,1
53_69,53_70,1
53_69,54_69,1
53_70,53_71,1
53_70,54_70,1
53_71,53_72,1
53_71,54_71,1
53_72,53_73,1
53_72,54_72,1
53_73,53_74,1
53_73,54_73,1
53_74,53_75,1
53_74,54_74,1
53_75,53_76,1
53_75,54_75,1
53_76,53_77,1
53_76,54_76,1
53_77,53_78,1
53_77,54_77,1
53_78,54_78,1
54_1,54_2,1
54_1,55_1,1
54_2,54_3,1
54_2,55_2,1
54_3,54_4,1
54_3,55_3,1
54_4,54_5,1
54_4,55_4,1
54_5,54_6,1
54_5,55_5,1
54_6,54_7,1
54_6,55_6,1
54_7,54_8,1
54_7,55_7,1
54_8,54_9,1
54_8,55_8,1
54_9,54_10,1
54_9,55_9,1
54_10,54_11,1
54_10,55_10,1
54_11,54_12,1
54_11,55_11,1
54_12,54_13,1
54_12,55_12,1
54_13,54_14,1
54_13,55_13,1
54_14,54_15,1
54_14,55_14,1
54_15,54_16,1
54_15,55_15,1
54_16,54_17,1
54_16,55_16,1
54_17,54_18,1
54_17,55_17,1
54_18,54_19,1
54_18,55_18,1
54_19,54_20,1
54_19,55_19,1
54_20,54_21,1
54_20,55_20,1
54_21,54_22,1
54_21,55_21,1
54_22,54_23,1
54_22,55_22,1
54_23,55_23,1
54_25,54_26,1
54_25,55_25,1
54_26,54_27,1
54_26,55_26,1
54_27,54_28,1
54_27,55_27,1
54_28,54_29,1
54_28,55_28,1
54_29,55_29,1
54_31,54_32,1
54_31,55_31,1
54_32,54_33,1
54_32,55_32,1
54_33,54_34,1
54_33,55_33,1
54_34,54_35,1
54_34,55_34,1
54_35,54_36,1
54_35,55_35,1
54_36,54_37,1
54_36,55_36,1
54_37,54_38,1
54_37,55_37,1
54_38,54_39,1
54_38,55_38,1
54_39,54_40,1
54_39,55_39,1
54_40,54_41,1
54_40,55_40,1
54_41,54_42,1
54_41,55_41,1
54_42,54_43,1
54_42,55_42,1
54_43,54_44,1
54_43,55_43,1
54_44,54_45,1
54_44,55_44,1
54_45,54_46,1
54_45,55_45,1
54_46,54_47,1
54_46,55_46,1
54_47,54_48,1
54_47,55_47,1
54_48,54_49,1
54_48,55_48,1
54_49,54_50,1
54_49,55_49,1
54_50,54_51,1
54_50,55_50,1
54_51,54_52,1
54_51,55_51,1
54_52,54_53,1
54_52,55_52,1
54_53,54_54,1
54_53,55_53,1
54_54,54_55,1
54_54,55_54,1
54_55,54_56,1
54_55,55_55,1
54_56,54_57,1
54_56,55_56,1
54_57,54_58,1
54_57,55_57,1
54_58,54_59,1
54_58,55_58,1
54_59,54_60,1
54_59,55_59,1
54_60,54_61,1
54_60,55_60,1
54_61,54_62,1
54_61,55_61,1
54_62,54_63,1
54_62,55_62,1
54_63,54_64,1
54_63,55_63,1
54_64,54_65,1
54_64,55_64,1
54_65,54_66,1
54_65,55_65,1
54_66,54_67,1
54_66,55_66,1
54_67,54_68,1
54_67,55_67,1
54_68,54_69,1
54_68,55_68,1
54_69,54_70,1
54_69,55_69,1
54_70,54_71,1
54_70,55_70,1
54_71,54_72,1
54_71,55_71,1
54_72,54_73,1
54_72,55_72,1
54_73,54_74,1
54_73,55_73,1
54_74,54_75,1
54_74,55_74,1
54_75,54_76,1
54_75,55_75,1
54_76,54_77,1
54_76,55_76,1
54_77,54_78,1
54_77,55_77,1
54_78,55_78,1
55_1,55_2,1
55_1,56_1,1
55_2,55_3,1
55_2,56_2,1
55_3,55_4,1
55_3,56_3,1
55_4,55_5,1
55_4,56_4,1
55_5,55_6,1
55_5,56_5,1
55_6,55_7,1
55_6,56_6,1
55_7,55_8,1
55_7,56_7,1
55_8,55_9,1
55_8,56_8,1
55_9,55_10,1
55_9,56_9,1
55_10,55_11,1
55_10,56_10,1
55_11,55_12,1
55_11,56_11,1
55_12,55_13,1
55_12,56_12,1
55_13,55_14,1
55_13,56_13,1
55_14,55_15,1
55_14,56_14,1
55_15,55_16,1
55_15,56_15,1
55_16,55_17,1
55_16,56_16,1
55_17,55_18,1
55_17,56_17,1
55_18,55_19,1
55_18,56_18,1
55_19,55_20,1
55_19,56_19,1
55_20,55_21,1
55_20,56_20,1
55_21,55_22,1
55_21,56_21,1
55_22,55_23,1
55_22,56_22,1
55_23,55_24,1
55_23,56_23,1
55_24,55_25,1
55_24,56_24,1
55_25,55_26,1
55_25,56_25,1
55_26,55_27,1
55_26,56_26,1
55_27,55_28,1
55_27,56_27,1
55_28,55_29,1
55_28,56_28,1
55_29,56_29,1
55_31,55_32,1
55_31,56_31,1
55_32,55_33,1
55_32,56_32,1
55_33,55_34,1
55_33,56_33,1
55_34,55_35,1
55_34,56_34,1
55_35,55_36,1
55_35,56_35,1
55_36,55_37,1
55_36,56_36,1
55_37,55_38,1
55_37,56_37,1
55_38,55_39,1
55_38,56_38,1
55_39,55_40,1
55_39,56_39,1
55_40,55_41,1
55_40,56_40,1
55_41,55_42,1
55_41,56_41,1
55_42,55_43,1
55_42,56_42,1
55_43,55_44,1
55_43,56_43,1
55_44,55_45,1
55_44,56_44,1
55_45,55_46,1
55_45,56_45,1
55_46,55_47,1
55_46,56_46,1
55_47,55_48,1
55_47,56_47,1
55_48,55_49,1
55_48,56_48,1
55_49,55_50,1
55_49,56_49,1
55_50,55_51,1
55_50,56_50,1
55_51,55_52,1
55_51,56_51,1
55_52,55_53,1
55_52,56_52,1
55_53,55_54,1
55_53,56_53,1
55_54,55_55,1
55_54,56_54,1
55_55,55_56,1
55_55,56_55,1
55_56,55_57,1
55_56,56_56,1
55_57,55_58,1
55_57,56_57,1
55_58,55_59,1
55_58,56_58,1
55_59,55_60,1
55_59,56_59,1
55_60,55_61,1
55_60,56_60,1
55_61,55_62,1
55_61,56_61,1
55_62,55_63,1
55_62,56_62,1
55_63,55_64,1
55_63,56_63,1
55_64,55_65,1
55_64,56_64,1
55_65,55_66,1
55_65,56_65,1
55_66,55_67,1
55_66,56_66,1
55_67,55_68,1
55_67,56_67,1
55_68,55_69,1
55_68,56_68,1
55_69,55_70,1
55_69,56_69,1
55_70,55_71,1
55_70,56_70,1
55_71,55_72,1
55_71,56_71,1
55_72,55_73,1
55_72,56_72,1
55_73,55_74,1
55_73,56_73,1
55_74,55_75,1
55_74,56_74,1
55_75,55_76,1
55_75,56_75,1
55_76,55_77,1
55_76,56_76,1
55_77,55_78,1
55_77,56_77,1
55_78,56_78,1
56_1,56_2,1
56_1,57_1,1
56_2,56_3,1
56_2,57_2,1
56_3,56_4,1
56_3,57_3,1
56_4,56_5,1
56_4,57_4,1
56_5,56_6,1
56_5,57_5,1
56_6,56_7,1
56_6,57_6,1
56_7,56_8,1
56_7,57_7,1
56_8,56_9,1
56_8,57_8,1
56_9,56_10,1
56_9,57_9,1
56_10,56_11,1
56_10,57_10,1
56_11,56_12,1
56_11,57_11,1
56_12,56_13,1
56_12,57_12,1
56_13,56_14,1
56_13,57_13,1
56_14,56_15,1
56_14,57_14,1
56_15,56_16,1
56_15,57_15,1
56_16,56_17,1
56_16,57_16,1
56_17,56_18,1
56_17,57_17,1
56_18,56_19,1
56_18,57_18,1
56_19,56_20,1
56_19,57_19,1
56_20,56_21,1
56_20,57_20,1
56_21,56_22,1
56_21,57_21,1
56_22,56_23,1
56_22,57_22,1
56_23,56_24,1
56_23,57_23,1
56_24,56_25,1
56_24,57_24,1
56_25,56_26,1
56_25,57_25,1
56_26,56_27,1
56_26,57_26,1
56_27,56_28,1
56_27,57_27,1
56_28,56_29,1
56_28,57_28,1
56_29,57_29,1
56_31,56_32,1
56_31,57_31,1
56_32,56_33,1
56_32,57_32,1
56_33,56_34,1
56_33,57_33,1
56_34,56_35,1
56_34,57_34,1
56_35,56_36,1
56_35,57_35,1
56_36,56_37,1
56_36,57_36,1
56_37,56_38,1
56_37,57_37,1
56_38,56_39,1
56_38,57_38,1
56_39,56_40,1
56_39,57_39,1
56_40,56_41,1
56_40,57_40,1
56_41,56_42,1
56_41,57_41,1
56_42,56_43,1
56_42,57_42,1
56_43,56_44,1
56_43,57_43,1
56_44,56_45,1
56_44,57_44,1
56_45,56_46,1
56_45,57_45,1
56_46,56_47,1
56_46,57_46,1
56_47,56_48,1
56_47,57_47,1
56_48,56_49,1
56_48,57_48,1
56_49,56_50,1
56_49,57_49,1
56_50,56_51,1
56_50,57_50,1
56_51,56_52,1
56_51,57_51,1
56_52,56_53,1
56_52,57_52,1
56_53,56_54,1
56_53,57_53,1
56_54,56_55,1
56_54,57_54,1
56_55,56_56,1
56_55,57_55,1
56_56,56_57,1
56_56,57_56,1
56_57,56_58,1
56_57,57_57,1
56_58,56_59,1
56_58,57_58,1
56_59,56_60,1
56_59,57_59,1
56_60,56_61,1
56_60,57_60,1
56_61,56_62,1
56_61,57_61,1
56_62,56_63,1
56_62,57_62,1
56_63,56_64,1
56_63,57_63,1
56_64,56_65,1
56_64,57_64,1
56_65,56_66,1
56_65,57_65,1
56_66,56_67,1
56_66,57_66,1
56_67,56_68,1
56_67,57_67,1
56_68,56_69,1
56_68,57_68,1
56_69,56_70,1
56_69,57_69,1
56_70,56_71,1
56_70,57_70,1
56_71,56_72,1
56_71,57_71,1
56_72,56_73,1
56_72,57_72,1
56_73,56_74,1
56_73,57_73,1
56_74,56_75,1
56_74,57_74,1
56_75,56_76,1
56_75,57_75,1
56_76,56_77,1
56_76,57_76,1
56_77,56_78,1
56_77,57_77,1
56_78,57_78,1
57_1,57_2,1
57_1,58_1,1
57_2,57_3,1
57_2,58_2,1
57_3,57_4,1
57_3,58_3,1
57_4,57_5,1
57_4,58_4,1
57_5,57_6,1
57_5,58_5,1
57_6,57_7,1
57_6,58_6,1
57_7,57_8,1
57_7,58_7,1
57_8,57_9,1
57_8,58_8,1
57_9,57_10,1
57_9,58_9,1
57_10,57_11,1
57_10,58_10,1
57_11,57_12,1
57_11,58_11,1
57_12,57_13,1
57_12,58_12,1
57_13,57_14,1
57_13,58_13,1
57_14,57_15,1
57_14,58_14,1
57_15,57_16,1
57_15,58_15,1
57_16,57_17,1
57_16,58_16,1
57_17,57_18,1
57_17,58_17,1
57_18,57_19,1
57_18,58_18,1
57_19,57_20,1
57_19,58_19,1
57_20,57_21,1
57_20,58_20,1
57_21,57_22,1
57_21,58_21,1
57_22,57_23,1
57_22,58_22,1
57_23,57_24,1
57_23,58_23,1
57_24,57_25,1
57_24,58_24,1
57_25,57_26,1
57_25,58_25,1
57_26,57_27,1
57_26,58_26,1
57_27,57_28,1
57_27,58_27,1
57_28,57_29,1
57_28,58_28,1
57_29,57_30,1
57_29,58_29,1
57_30,57_31,1
57_30,58_30,1
57_31,57_32,1
57_31,58_31,1
57_32,57_33,1
57_32,58_32,1
57_33,57_34,1
57_33,58_33,1
57_34,57_35,1
57_34,58_34,1
57_35,57_36,1
57_35,58_35,1
57_36,57_37,1
57_36,58_36,1
57_37,57_38,1
57_37,58_37,1
57_38,57_39,1
57_38,58_38,1
57_39,57_40,1
57_39,58_39,1
57_40,57_41,1
57_40,58_40,1
57_41,57_42,1
57_41,58_41,1
57_42,57_43,1
57_42,58_42,1
57_43,57_44,1
57_43,58_43,1
57_44,57_45,1
57_44,58_44,1
57_45,57_46,1
57_45,58_45,1
57_46,57_47,1
57_46,58_46,1
57_47,57_48,1
57_47,58_47,1
57_48,57_49,1
57_48,58_48,1
57_49,57_50,1
57_49,58_49,1
57_50,57_51,1
57_50,58_50,1
57_51,57_52,1
57_51,58_51,1
57_52,57_53,1
57_52,58_52,1
57_53,57_54,1
57_53,58_53,1
57_54,57_55,1
57_54,58_54,1
57_55,57_56,1
57_55,58_55,1
57_56,57_57,1
57_56,58_56,1
57_57,57_58,1
57_57,58_57,1
57_58,57_59,1
57_58,58_58,1
57_59,57_60,1
57_59,58_59,1
57_60,57_61,1
57_60,58_60,1
57_61,57_62,1
57_61,58_61,1
57_62,57_63,1
57_62,58_62,1
57_63,57_64,1
57_63,58_63,1
57_64,57_65,1
57_64,58_64,1
57_65,57_66,1
57_65,58_65,1
57_66,57_67,1
57_66,58_66,1
57_67,57_68,1
57_67,58_67,1
57_68,57_69,1
57_68,58_68,1
57_69,57_70,1
57_69,58_69,1
57_70,57_71,1
57_70,58_70,1
57_71,57_72,1
57_71,58_71,1
57_72,57_73,1
57_72,58_72,1
57_73,57_74,1
57_73,58_73,1
57_74,57_75,1
57_74,58_74,1
57_75,57_76,1
57_75,58_75,1
57_76,57_77,1
57_76,58_76,1
57_77,57_78,1
57_77,58_77,1
57_78,58_78,1
58_1,58_2,1
58_2,58_3,1
58_3,58_4,1
58_4,58_5,1
58_5,58_6,1
58_6,58_7,1
58_7,58_8,1
58_8,58_9,1
58_9,58_10,1
58_10,58_11,1
58_11,58_12,1
58_12,58_13,1
58_13,58_14,1
58_14,58_15,1
58_15,58_16,1
58_16,58_17,1
58_17,58_18,1
58_18,58_19,1
58_19,58_20,1
58_20,58_21,1
58_21,58_22,1
58_22,58_23,1
58_23,58_24,1
58_24,58_25,1
58_25,58_26,1
58_26,58_27,1
58_27,58_28,1
58_28,58_29,1
58_29,58_30,1
58_30,58_31,1
58_31,58_32,1
58_32,58_33,1
58_33,58_34,1
58_34,58_35,1
58_35,58_36,1
58_36,58_37,1
58_37,58_38,1
58_38,58_39,1
58_39,58_40,1
58_40,58_41,1
58_41,58_42,1
58_42,58_43,1
58_43,58_44,1
58_44,58_45,1
58_45,58_46,1
58_46,58_47,1
58_47,58_48,1
58_48,58_49,1
58_49,58_50,1
58_50,58_51,1
58_51,58_52,1
58_52,58_53,1
58_53,58_54,1
58_54,58_55,1
58_55,58_56,1
58_56,58_57,1
58_57,58_58,1
58_58,58_59,1
58_59,58_60,1
58_60,58_61,1
58_61,58_62,1
58_62,58_63,1
58_63,58_64,1
58_64,58_65,1
58_65,58_66,1
58_66,58_67,1
58_67,58_68,1
58_68,58_69,1
58_69,58_70,1
58_70,58_71,1
58_71,58_72,1
58_72,58_73,1
58_73,58_74,1
58_74,58_75,1
58_75,58_76,1
58_76,58_77,1
58_77,58_78,1
